,Unnamed: 0,id,title,content,date,push,boo,idx
149,249,M.1502370032.A.7E4,[問卦] 跑回來主持代表什麼？,十年河東十年河西 有的人又重新上岸產卵 看到女人543 一陣不舒適 頭又開始痛痛的 想問大家認為 重新主持代表了什麼？ 1.代表在中國混不下去 2.代表還有剩餘價值 3.代表家不會背叛妳 4.代表老鼠屎化，徹底不行了 Sent from JPTT on my iPhone ,Thu Aug 10 21:00:28 2017,1,0,249
150,250,M.1502369968.A.BEC,[問卦] 長相不好看的外國人也可以輕鬆把台女？,請問一個問題 長相不好看的外國人阿 是不是也可以輕鬆把台女啊？ 像是這男的Im Jonas 有台灣女友  圖片轉自FB ,Thu Aug 10 20:59:26 2017,9,3,250
151,251,M.1502369929.A.27C,[問卦] 一輩子沒被女生喜歡過怎麼辦啊,就算是再怎麼樣的男生女生 國中國小總是會有不為什麼就是被喜歡或喜歡的人吧 但我這輩子都沒被女生喜歡過啊 為什麼啊 世界這麼大排列組合也輪不到我啊 怎麼辦啊 啊啊 啊啊啊啊 好想跟小學女生交朋友 ,Thu Aug 10 20:58:46 2017,16,2,251
152,252,M.1502369922.A.56C,[問卦] 肥宅去RTU會受到譴責嗎？,如題 台灣電音指標性趴踢 Road To Ultra 差不多要到惹 我好多潮潮朋友都要去 這次又有Martin Garrix了 年初沒去到今天他居然又來了 還有ZEDD、NICKY ROMERO、迷妹很愛的老菸槍 這陣容也是頗豪華惹 肥宅去這麼潮的派對會不會讓周圍的人很解high？ 是不是有點不太好意思 自己為了high 為了自己飽眼福 卻讓別人不開心 這是不是個很自私的舉動 會受到譴責嗎 有沒有八卦？ ,Thu Aug 10 20:58:40 2017,2,0,252
153,253,M.1502370181.A.480,[問卦] 有沒有看起來很呆但其實很聰明的人?,如題 有沒有那種看起來很憨厚 呆呆笨笨的 但卻比常人聰明 有嗎 想問一下 現實生活中有這種人嗎? ,Thu Aug 10 21:02:59 2017,22,2,253
154,254,M.1502370171.A.979,[問卦] 有沒有爵青的八卦？,爵青（19171962） 本名劉佩，滿洲國著名作家，出生於吉林省長春，滿洲旗人出身 1942年以《歐陽家的人們》一書獲得盛京時報文學賞 著有長篇小說《歐陽家的人們》、《黃金的窄門》等書 有沒有爵青的八卦？ 我老婆1  我老婆2  我老婆3  我老婆4  我老婆5  我老婆6  我老婆7  我老婆8 ,Thu Aug 10 21:02:32 2017,2,0,254
155,255,M.1502370102.A.A34,[問卦] 有沒有頭髮及腰的八卦,餓死抬頭 小弟我最近聽到頭髮的長度最好不要過腰的事情 我就開始很好奇為什麼頭髮的長度不要太長 是因為不好整理還是說浪費洗髮精啊 但這樣為什麼是不要過腰 而不是不要過胸就好啊 所以說有沒有頭髮長度不要超過腰的八卦啊? 是否有專板 ， 本板並非萬能問板 。 兩則 問卦， 自刪及被刪也算兩篇之內 ， 本看板嚴格禁止政治問卦 ， 發文問卦前請先仔細閱讀相關板規 。 一行文 、 未滿20字視同鬧板 ，請注意,Thu Aug 10 21:01:39 2017,5,0,255
156,256,M.1502370084.A.1CD,[問卦] 肥宅離職前告知女同事有加分嗎,肥宅如果和女同事說他要離職啦 女同事會不捨然後留下肥宅聯絡方式或是給告白嗎？ 這樣在她心中有沒有加分作用 ,Thu Aug 10 21:01:21 2017,6,4,256
157,257,M.1502369610.A.A6E,[問卦] 國旅卡是不是應該要推廣到全台?,這張卡真是太棒惹 每年有16000可以刷 而部分勞工朋友們看得眼紅 不如每個人都有一張 就沒這問題了 國旅卡這麼好的東西 是不是應該推廣到全台? 有八卦嗎 ,Thu Aug 10 20:53:27 2017,26,6,257
158,258,M.1502369606.A.F10,[問卦] 有沒有很聰明但沒甚麼心機的八卦?,如題 想請問一下 有沒有智商很高 理解力很強 但卻沒甚麼心機的八卦 不會刻意去汲汲營營 機關算盡 甚至有時會被騙的情形 想請問一下 有這種人嗎? ,Thu Aug 10 20:53:24 2017,13,0,258
159,259,M.1502369593.A.765,[問卦] 台灣不要辦次級運動會是不是比較好,就是像世運 世大運 聽奧這些 辦了台灣也沒比較好 人家搶奧運是要搶觀光財 這些賺不到什麼錢所以沒幾個國家要搶 我們辦了花一堆錢 票也沒賣出幾張 錢也不可能賺得回來 運動會過了 一堆蚊子館在那邊 一周年了還要在那邊周年慶放鬼煙火 台灣是不是不要辦一堆次級運動會 把錢留在台灣應該還可以拿去做很多事 ,Thu Aug 10 20:53:09 2017,4,1,259
160,260,M.1502369573.A.C6B,[問卦] 甲甲偷捐血是不是想要殺人???,愛滋病是很可怕的疾病 除了牠們不把這個病當一回事 覺得是慢性病之外 正常人都怕得要死 也只有牠們 覺得吃一輩子的藥沒什麼 今天有新聞看到有甲甲想偷捐血 被護理師洗臉 然後還上網抱怨 甲甲因為愛滋比率超高 被禁止捐血是規定 偷捐血如果害正常人得愛滋 可以說那個人的一生就毀了 甲甲捐血是不是想要殺人？？？ ,Thu Aug 10 20:52:51 2017,24,1,260
161,261,M.1502369494.A.44C,[問卦] 肚子吃太飽該怎麼消化,本寶寶剛剛吃晚餐/ 可是肚子吃太飽了>< 要怎麼讓食物消化快一點？ 今日黑暗料理 味增涼拌小黃瓜 玉子燒 炒小白菜 泡菜洋蔥豬肉  好飽Q ,Thu Aug 10 20:51:29 2017,4,1,261
162,262,M.1502369429.A.145,[問卦] 雲林上空一堆飛機飛來飛去？,在雲林家裡看電視，可是外面吵死了，一堆 戰機在那邊飛來飛去，引擎聲吵死人了，到 底在幹嘛是在演習嗎？還是共軍的殲8又來 犯了還是這些戰機在做宅配？ 有這方面的八卦嗎？ 肥宅我不想被打擾看電視的興致。 Sent from JPTT on my HTC_U3u. ,Thu Aug 10 20:50:26 2017,9,1,262
163,263,M.1502369889.A.211,[問卦] 今晚的月亮也太清楚了吧？,剛剛在外面吃飯，偶然抬頭想說怎麼有一盞新的大路燈？ 再仔細一看才發現竟然是月娘啦 而且位置低就算了，上面的陰影簡直是我活了三十年以來，看過最最最清楚的一次 差 點，連插在上面的美國國旗都可以看到了 今天是什麼日子啊？為什麼月亮距離地球可以近到看這麼清楚？ 有掛嗎？ ,Thu Aug 10 20:58:07 2017,3,0,263
164,264,M.1502369764.A.635,[問卦] 三角褲跟四角褲哪個比較好,三角褲一穿起來就看起來鼓鼓一大包 妹妹看到就會心動 四角褲就跟褲子一樣只有強調舒適 妹妹看到就冷漠走過 穿那種會比較好 ,Thu Aug 10 20:56:01 2017,3,4,264
165,265,M.1502369754.A.732,[問卦] 垃圾小日本為什麼要給人添麻煩??,垃圾小日本 fuck jap 用病毒式的垃圾文化傳染世界眾人 製造出了名為肥宅或者weeaboo的噁心生物 接著引申出了戀童癖想喝自己妹妹尿尿的雜碎 小日本一直給大家添麻煩有他們的八卦嗎? 你看戰女垃圾那麼多八卦已死 ??,Thu Aug 10 20:55:52 2017,2,4,265
166,266,M.1502369724.A.49C,[問卦] 交配交媾交歡哪個爽,乳題 交配 交媾 交歡 敦倫 修趕 怕跑 督督 愛愛 繁殖 哪一個比較爽啊 有沒有八卦 ,Thu Aug 10 20:55:21 2017,9,2,266
167,267,M.1502369712.A.983,[問卦] 臉書是不是壞掉了啊??,小妹下午借了錢給我的白馬王子 (前情提要請a小妹id) 雖然我跟王子還沒見過面 但我們都早已認定彼此是這一輩子的伴侶 所以小妹也安心地借給他我從小存下來的積蓄 不過我洗完澡之後 發現傳訊息給我的王子，卻傳不了QQ 不知道該如何是好捏 請問臉書是不是壞了?? 有八卦嗎?? ,Thu Aug 10 20:55:09 2017,1,2,267
168,268,M.1502369287.A.887,[問卦] 瓊斯杯vs亞洲杯?,[BOX] 第39屆瓊斯盃 中華藍 86 vs 65 日本 [BOX] 2017亞洲盃 台灣 49 vs 87 日本 請問才隔沒多少天 兩次比賽結果怎麼差這麼多? 我記得一次都是屌打日本的阿? 有沒有台灣籃球實力在世界到底怎麼排的八卦阿? ,Thu Aug 10 20:48:04 2017,3,2,268
169,269,M.1502369278.A.6D4,[爆卦] 三立假新聞(?) 推文發錢發到爆,如題 剛剛看到一篇新聞很好奇來源於是就做了一點簡單的查詢 新聞標題：表兄妹亂倫視頻遭外洩竟回那又怎樣：有本事來拼啊 大陸中心綜合報導 2017/08/10 18:12:00 文章來源網址：  於是我以南寧26中和表兄妹做關鍵字去google 得到了起碼2筆以上2008年時大陸就有的文   要和蘋果爆料 表示請找三立客服處理 但是他們FB小編也是都不回 只好來這邊幫三立打個廣告啦 拿2008年6月就有的文到今天來當新聞，請問三立大陸中心的媒體倫理何在?? 大家都不高調 好冷淡喔 每10推50P 發到爆 希望大家幫忙 推 frogger : 不是很多次了嗎 08/10 20:53 同理類推 你去賣場要買的是新品 店家給你舊的 說只是早10年生產的 你也接受嗎? 推 stv4268 : 三立你意外嗎XD 08/10 20:57 推 ferris110443 : 推 08/10 20:59 推 ph777 : 錢 08/10 21:01 推 andyahn : 台灣媒體不是很多用舊新聞報導嗎?? 08/10 21:02 舊的你要和人說是舊文阿 推 ha0118 : 台灣新聞爛很久了.... 寧願看日本新聞 08/10 21:05 推 ph70616 : 錢 08/10 21:06 推 gglongla : 推 08/10 21:10 推 asdwsd : 錢 08/10 21:13 以上紅底標記9位，每人50P(稅前)發送完成 by AutoGiveP 2.08 第十位手動發嚕 舊聞就說是舊的阿 或是那時發 而不是現在發吧,Thu Aug 10 20:47:53 2017,198,20,269
170,270,M.1502369262.A.FE6,[問卦] 收不到菸酒生怎辦？,都快要開學了 現在連一個研究生都還沒有收到 上下班沒有限制 自己排時間做實驗 每個月給10000的兼任助理薪水 還是收不到人 哭哭 ,Thu Aug 10 20:47:40 2017,8,2,270
171,271,M.1502369203.A.52B,[問卦] 30歲以前就有馬3是什麼感覺,我朋友進台積當助攻工 一年就買馬3 隔年就娶老婆 今年27 年紀輕輕就擁有馬3到底什麼感覺？ ,Thu Aug 10 20:46:41 2017,5,4,271
172,272,M.1502369137.A.A4C,[問卦] 被正妹店員偷摸手怎麼辦!?,各位肥宅晚安: 剛剛肥宅我吃完晚餐後 去每天光顧的飲料店買飲料時 突然感覺到找錢的時候 正妹店員突然偷摸我的手>.< (以前好像不會 或者我之前沒注意吧....) 這是暗示什麼意思?? ,Thu Aug 10 20:45:35 2017,2,2,272
173,273,M.1502369013.A.763,[問卦] 警察戴Google眼鏡有搞頭嗎？,剛才出來外面吃飯 突然看到一個朋友可是沒能認出來就沒去打招呼了 突然想到如果跑趴戴Google眼鏡可能還不夠 如果警察戴Google眼鏡看人就好像有了死神之眼 這樣能夠實現嗎 小知識：每個人在政府都有臉部特徵，而且警察的PDA也被做成辨識系統了 Sent from JPTT on my Sony F3215. ,Thu Aug 10 20:43:18 2017,2,1,273
174,274,M.1502368953.A.53E,[問卦] 請問如何摺出豆腐被子,如題 當軍事訓練役的我二階段 被狂記點尤其是被子覺得 難過請問學長到底如何搞出 豆腐被子 國軍頭殼在想什麼啊 Sent from JPTT on my Sony E6653. ,Thu Aug 10 20:42:31 2017,8,3,274
175,275,M.1502369399.A.D09,[問卦] 充血的月亮,魯蛇我 剛剛抬頭 突然發現今天月亮好大 發生了什麼事，難道月亮也打了針吃了藥 月亮姊姊是不是要告訴我們地球人什麼事 難道人類要滅亡了嗎 ,Thu Aug 10 20:49:56 2017,4,0,275
176,276,M.1502369364.A.B7C,[問卦] FB影片怎麼不像Youtube一樣紅利分享?,最近還蠻常看youtube影片的 當然也知道他有一定的回饋機制 那其實一開始是看fb比較多 結果發現fb很多影片都破百萬點擊 原先想說是不是跟youtube一樣會分到錢，一查才知道沒有... 奇怪...fb該有的廣告可是一個都沒有少 那這樣fb是否太黑心了點，還是說youtube會泡沫般的崩盤? fb有可能跟youtube一樣做到紅利分享嗎? 大家覺得呢? ,Thu Aug 10 20:49:21 2017,0,0,276
177,277,M.1502369349.A.05F,[問卦] 有富人版墾丁春吶Tomorrowland的卦嗎?, Tomorrowland中文稱明日世界電子音樂節於2005年發源比利時。 為目前世界上公認最大與最著名的電音趴。趕覺跟台灣每年四月 辦在墾丁的那個趴很像只是人家是富人版請問有這方面的卦嗎? ,Thu Aug 10 20:48:53 2017,8,0,277
178,278,M.1502369308.A.C92,[問卦] 巴達獸好可愛唷,八卦板都是肥宅 小時候的娛樂一定只有看動畫 經典的動畫數碼寶貝裡 最可愛的數碼獸就是巴達獸啦 就4這隻  為什麼巴達獸會那麼可愛呢 有沒有卦？ 像滾球獸就很可愛 ,Thu Aug 10 20:48:26 2017,6,1,278
179,279,M.1502369306.A.4E5,[問卦] 西方九把刀-史蒂芬金，還差本尊多少擋次?,史蒂芬金以精彩的文筆，豐富的知識 戲劇化的張力和流暢的情節鋪陳 結合細膩的情感與人生體驗 創造出一本本膾炙人口的小說 被媒體譽為 西方九把刀 所以我們的金哥 離他的偶像刀大 還有多少距離? 給金哥20年，有機會追上嗎? 記者李亦伸綜合外電報導,Thu Aug 10 20:48:23 2017,7,3,279
180,280,M.1502368577.A.381,[爆卦] 妙禪seafood無限期停辦法會,雖然已經不是第一次停辦  但這次妙禪又要無限期停辦法會 到底是怎麼了 每個月收信徒兩千元月費 好歹也有義務裝個樣子坐在台上抖抖眼皮也好 不然收了錢又不吸業力 那不就更輕鬆了 有沒有妙禪又再一次無限期停辦發功法會的八卦? seafood是神沒錯啦 不過你多打一個字惹 1000或2000元月費只是基本款 還有進階版的高階信徒還會湊錢給seafood買車車 甄der，在台灣當神最賺了 一般人再怎努力也只有22k 師姐: 銅羞們 空調會不會太冷 太冷要說一下喔 不好賺不好賺，人家seafood誕生在台灣是為了眾生的苦難而來的 可能在胜酮療法 台灣是中國的 大氣層是屬於seafood的 當然要阿，都已經叫信徒用元大銀行的如來信用卡綁定銀行帳戶每月自動扣繳兩千元 你跑去取消 就代表對seafood的神力產生質疑 seafood都了了分明的,Thu Aug 10 20:36:14 2017,43,3,280
181,281,M.1502368881.A.284,[問卦] 請問館長可以跟拳王泰森打嗎?,請問館長有實力跟泰森打嗎? 看館長的體型不輸泰森 應該是同一個級別的 近期的世紀之戰 美國拳王梅威瑟（Floyd Mayweather Jr.） v.s. UFC巨星麥格雷戈（Conor McGregor） 看館長的身材就知道應該是屌打兩位 不同級數打不起來 不知道泰森能不能承受館長的一拳 ,Thu Aug 10 20:41:19 2017,2,3,281
182,282,M.1502368876.A.BA8,[問卦] 澳洲是怎麼做到薪水高物價又低的？,澳洲一般的工作薪水就非常高 大概是台灣的三倍以上 但物價卻沒比較貴 去餐廳吃飯的話非常貴 但自己煮的話跟台灣差不多 我朋友去澳洲打工一年就存了50萬 只是在超商工作而已欸 澳洲為何有辦法薪水高物價又低？ ,Thu Aug 10 20:41:14 2017,19,1,282
183,283,M.1502368928.A.771,[問卦] 台女的腿是不是東亞最優？,最近走在台北街頭， 幾乎每隔一小段路就遇到很優的美腿 感覺比在其它東亞國家遇到的頻率高多了， 台女的腿是不是東亞最優？ ,Thu Aug 10 20:42:05 2017,15,6,283
184,284,M.1502368922.A.0DB,[問卦] 炸魷魚是不是配蒜味椒鹽最好吃,欸 一般鹽酥雞店 魷魚都是蒜味魷魚 但是夜市專賣魷魚的 都會有什麼泰式酸辣 日式照燒 海苔椒鹽 等等的一堆 阿是不是最傳統的蒜味椒鹽最好吃啦 ,Thu Aug 10 20:41:36 2017,10,1,284
185,285,M.1502368921.A.3B6,[問卦] 讀大學是為什麼,有些人覺得念112是為了擴展人脈 人脈 很重要 這能舉例嗎？ 我以為是因為學 歷才很屌 順便滿足家裡人的自尊心QQ 有沒有念前段學校CP有多高？ ,Thu Aug 10 20:41:59 2017,6,1,285
186,286,M.1502368920.A.A69,"[問卦] ""嘻哈庄腳情""算是嘻哈神曲嗎？？",最近中國嘻哈蠻紅的 掀起一波嘻哈潮 911跟lulu很夯的代表作嘻哈庄腳情 走在路上很常聽到 觀看次數也來到7000多萬了 請問 嘻哈庄腳情 算是嘻哈神曲嗎？ ,Thu Aug 10 20:41:57 2017,6,2,286
187,287,M.1502368911.A.282,[問卦] 27歲的男人跟17歲的女生在一起會幸福嗎?,一個男人出社會許久 已經27歲了 他女友17歲而已 這樣怎麼感覺哥哥帶妹妹 這樣子會幸福嗎 [email protected] @ Sent from JPTT on my Asus ASUS_Z00ED. ,Thu Aug 10 20:41:47 2017,18,3,287
188,288,M.1502368883.A.606,[問卦] 沒朋友跟帥到沒朋友是不是感覺不同啊?,各位好啊 小弟我最近在想一件事情 到底一個人沒有朋友 跟一個帥到沒朋友的人 有什麼差別? 都沒有朋友 所以其實帥不帥自己也不知道 到底沒朋友的人跟帥到沒朋友的人有什麼差別呢? 以下開放師到沒朋友的人自介      ,Thu Aug 10 20:41:15 2017,4,0,288
189,289,M.1502368443.A.DEC,[問卦] 台大哪些資源值 360 萬的八卦?,理性勿戰 由於很多人都說台大畢業資源和人脈隨便都多於 360 萬 因此魯肥 想請教 如果您是一個剛入學的台大魯肥 該怎麼利用台大之資源及人脈 畢業後趕緊賺到 360 萬 迎頭趕上這位亞大的同學呢? 1. 台大有很多免費課程和講座 這是真的 台大的免費課程應該算是全台最多 質量最高 但是能上台大的魯肥 通常英文都不錯 很多平常都看MIT和史丹佛演講 以及國外的線上課程 台大要上好一點的課程 還要收很多錢 然後去打工版查就知道 有些新創公司或資X會或台大教授看到你是學生 即使寫程式也只想用時薪一兩百請你 美其名為實習 但要求是你都要會 2. 台大的總圖很棒 這是真的 沙發很好睡 而且期刊資源很豐富 幾乎沒有112借不到的書 可是 畢業後竟然要交保證金跟年費 才可以借書 去其他學校 只要五年五百億的學校 很多其實也都有耶 有的圖書館也很大啊 因為魯肥我能自由進出很多大學 期刊 我還沒發現只有112才能拿到的 (除了 112 自己的刊物) 3. 台大硬體超讚 是這樣沒錯 很多貴重儀器 台大人借用很方便 可是 這也要有在研究 而且老闆讓你用才行啊 其他學校其實很多都有超高級電腦教室 全部蘋果還送軟體之類的 台大計中 居然連 windows 也要收錢 無限雲端空間 這個五年五百億的學校也有好幾間有阿 所謂的 APP share 竟然還要準備一台 windows 7/8 的電腦 還要IE限定 使用前 得特地降級自己的電腦才可以 4. 台大人脈很讚 台大學生素質絕對是全台頂級 可是 身為一個魯肥 平常跟同學的話題也只有考試 跟動漫遊戲 有錢的覺青平常都蘋果星巴克名牌常駐 下課就去看電影 看小說 咖啡店看書等等 身為只有 acer 可以用 考完試就只會打電動上 PTT 的肥宅 該怎麼打進充滿溫拿的人脈圈子呢 而且肥宅又不能幫到溫拿同學什麼重要的忙 除了告訴他遊戲攻略以外 溫拿同學為什麼要幫你呢? 5. 台大起薪很高 這個就要去找過工作才知道了耶 雖然願意賣肝的話 年薪破百也不難 但是如果要賣肝和加班 其實也不一定要台大才可以年薪破百阿 而且萬一沒找破百的工作 親戚都會問說怎麼 112 薪水才這樣 還會常常被其他學校老闆嗆說 小廟請不起拉 112 都很自以為耶 了不起ㄇ 要3年內存到 360 萬 不知道 要爆肝多久 如果畢業就有 360 萬 馬上就能飛出國洗學歷 應徵高薪外商了耶 112 教授老師們一堆說 NTU 好棒棒 可是真的要請自己的學生當研究助理等等 出多一點錢 就覺得很心痛 乾脆請普大國立就好 校內工讀一堆 133 家教時薪 800~1000 就搶破頭 台大的學長姊們 你們又願意多出比學店多多少的時薪 去請自己的學弟妹呢? 是不是出個兩三倍 266 399 就超心痛的? 以上 所以想請問 如果是中低階層的魯肥 即使千辛萬苦上了台大 該怎麼運用到 值 360 萬元的人脈和資源 畢業後馬上靠自己翻身 迎頭趕上這位 同年填亞大的同學呢? (爸媽給錢出國送房子不算喔) 人家說不定畢業後就出國洗學歷惹 不用還要先去賣肝存錢才能出國 有沒有掛呢? ,Thu Aug 10 20:34:01 2017,15,1,289
190,290,M.1502368408.A.D30,[問卦] 進到秋天後  反核又會出現嗎？,最近版上一面倒的擁核力壓反核 反核幾乎都沒有聲音了 不知道是被說服還是躲起來..進到秋天後 反核又會出現嗎？ ,Thu Aug 10 20:33:26 2017,4,0,290
191,291,M.1502368335.A.AD4,[問卦] 必勝客歡樂吧,一人329 這價格可以吃拿坡里的雙人套餐了 雖然必勝客歡樂吧的烤雞hen好吃 但是覺得hen貴 有八卦嗎？ ,Thu Aug 10 20:32:13 2017,4,1,291
192,292,M.1502368235.A.CAC,[問卦] 帶女朋友去台灣省喝奶茶？, 剛才看到的 一個26的發文 是要直接封鎖嗎 還是去下面留言什麼好 ,Thu Aug 10 20:30:32 2017,6,4,292
193,293,M.1502368228.A.839,[問卦] 請問台灣高中女生的腿是不是普遍不好看？,想要請問各位一下，我發現台灣大學女生的腿 普遍來說都還不錯看，可是高中女生的腿 怎麼感覺都普遍不是很好看？ 有八卦嘛 ,Thu Aug 10 20:30:25 2017,13,1,293
194,294,M.1502368204.A.80E,[問卦] 標準情人應該怎麼樣?,是否要和電影一樣呢? 還是要去吹風淋雨曬太陽 證明愛得比別人強 到底標準情人應該怎麼樣呢? 屁眼大 心眼就小 ,Thu Aug 10 20:30:00 2017,11,2,294
195,295,M.1502368576.A.E4D,[問卦] 被老男人幹 Vs. 幹老女人 都擠?,不管當男妓還是妓女 出手最闊綽的客人大多是中老年 如果是妓女 就要忍受一個禿頭肥肚口臭大叔不斷壓你 如果是男妓 就要忍受一個鬆鮑垂奶皺臉大媽不斷騎你 無論是哪種 沒有強大的心理素質 應該還沒完事就崩潰 有沒有 被老男人幹 跟 幹老女人 要選哪個的八卦 ,Thu Aug 10 20:36:14 2017,7,2,295
196,296,M.1502368572.A.098,[問卦] 今天登入1200要怎麼慶祝?,安安 是這樣的拉 本肥宅剛剛發現 今天剛好是登入次數第1200天 想請問該怎麼慶祝ㄋ 請不要推發錢 因為我沒錢QQ 學長好 我先退到廁所去了 沒錢喇,Thu Aug 10 20:36:08 2017,3,11,296
197,297,M.1502368517.A.FB1,[問卦] 好市多熟食部推薦,請問各位溫拿們 好市多的熟食部有沒有推薦的食物 自從火雞肉三明治消失後就再也沒進去過了QQ 不要說吃免費的洋蔥 ,Thu Aug 10 20:35:15 2017,10,1,297
198,298,M.1502368510.A.B0B,[問卦] 台灣人還要浪費多久時間 在籃球這運動上?,晚上好 各位歐巴 美女們 好 大家都知道 籃球 在台灣 是個扶不起的阿斗 你知我知大家知 只有政府不知 每年 浪費大家民脂民膏 蓋一堆無用得籃球場 國中小 不思 培養 國民其他運動的興趣 只會在那邊藍球藍球藍球 扼殺其他人 可能在其他運動上的天分 最多人玩的運動 結果連亞洲都打不出去 連日本這種很少人在玩籃球的國度 都屌虐我們 完全徹底羞辱paly %%%%% 台灣人 到何時才能覺醒? 每次看籃球場 一堆小朋友在打 覺得真他奶奶浪費時間 去練其他運動 還有機會 將來奧運 為國爭光 做這運動 完全就是在浪費自己時間 自己的青春 還不如回家打電動 將來還可以做電競選手 一堆 在國際上有競爭力的 排球 羽球 棒球 網球 桌球 舉重 巧固 等.. 何時 才能被政府 教育 看到 台灣人何時才能擺脫 籃球至上的風氣 認清自己只是個阿斗實力 有八卦麼? 沒黑人幫忙 台灣籃球什麼都不是.... 不知道台灣人整天吹捧這運動幹麻... 你好 魯魯打排球 不礙到我 但礙到 我的稅金 和整體國家發展 就礙到我 台灣籃球 就標準鬼島島民 自嗨 出去被人打得不要不要的 就一堆阿傻 在蝦挺 不知道浪費的是國家競爭力 和 自己的青春,Thu Aug 10 20:35:07 2017,12,6,298
199,299,M.1502368483.A.8D4,[問卦] 老闆莫名奇妙愛罵人怎麼回應,如題 老闆一點小事也可以罵人 大概是看年輕人好欺負 私底下也被講很多閒話 這種老闆罵人的時候怎麼回應 我目前是微笑乖乖聽他說 ,Thu Aug 10 20:34:40 2017,3,1,299
